pl_name,hostname,ra,dec,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,sy_dist,sy_tmag,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_refname,disc_pubdate,disc_facility
WASP-69 b,WASP-69,315.0259661,-5.094857,3.86813881,2455748.83428,2.1869,11.21,82.58,971.0,0.0453,49.9605,8.8628,4792.0,0.801,0.83,2014,Transit,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,SuperWASP
