sector,filename,transit_events,n_points,transit_supported,delta_bic,timing_shift_hours,depth_ppm,formal_error_ppm,scatter_scaled_error_ppm,reduced_chi_square,beta,robust_error_ppm
55,tess2022217014003-s0055-0000000248853232-0242-s_lc.fits,4,1573,True,134924.8131,-0.002275553938,17223.65584,50.82984549,80.58868292,2.513683168,4.105939819,330.8922821
